id,en,cn
LuHf_Lu176Hf177,Measured <sup>176</sup>Lu/<sup>177</sup>Hf-ratios.,<sup>176</sup>Lu/<sup>177</sup>Hf测量值。
LuHf_err_Lu176Hf177,Analytical uncertainty of the <sup>176</sup>Lu/<sup>177</sup>Hf-ratios.,<sup>176</sup>Lu/<sup>177</sup>Hf测量误差。
LuHf_Hf176Hf177,Measured <sup>176</sup>Hf/<sup>177</sup>Hf-ratios.,<sup>176</sup>Hf/<sup>177</sup>Hf测量值。
LuHf_err_Hf176Hf177,Analytical uncertainty of the <sup>176</sup>Hf/<sup>177</sup>Hf-ratios,<sup>176</sup>Hf/<sup>177</sup>Hf测量误差
LuHf_rho_Lu6Hf7Hf6Hf7,Error correlations between the <sup>176</sup>Lu/<sup>177</sup>Hf and <sup>176</sup>Hf/<sup>177</sup>Hf-ratios (optional).,<sup>176</sup>Lu/<sup>177</sup>Hf和<sup>176</sup>Hf/<sup>177</sup>Hf误差相关性（可选择的）。
LuHf_Lu,"Lu concentration, in ppm.",Lu含量（ppm）。
LuHf_err_Lu,"Analytical uncertainty of the Lu concentration, in ppm.",Lu含量测量误差（ppm） 
LuHf_Hf,"Hf concentration, in ppm.",Hf含量（ppm）。
LuHf_err_Hf,"Analytical uncertainty of the Hf concentration, in ppm.",Hf含量测量误差（ppm） 
LuHf_redundancy,<p></p><tt>IsoplotR</tt> uses these data to calculate the <sup>176</sup>Lu/<sup>177</sup>Hf-ratios and the correlation between the <sup>176</sup>Hf/<sup>177</sup>Hf- and the <sup>176</sup>Lu/<sup>177</sup>Hf-uncertainties.,<p></p><tt>IsoplotR</tt>使用这些数据来计算<sup>176</sup>Lu/<sup>177</sup>Hf比值和 <sup>176</sup>Hf/<sup>177</sup>Hf与<sup>176</sup>Lu/<sup>177</sup>Hf的误差相关性。
MDS_intro,"Multidimensional Scaling (MDS) is a dimension-reducting technique that takes a matrix of pairwise 'dissimilarities' between objects (e.g., detrital age distributions) as input and produces a configuration of two (or higher-) coordinates as output, so that the Euclidean distance between these coordinates approximates the dissimilarities of the input matrix. Thus, an MDS-configuration serves as a 'map' in which similar samples cluster closely together and dissimilar samples plot far apart. In the context of detrital geochronology, the dissimilarity between samples is given by the statistical distance between age distributions. There are many ways to define this statistical distance. <tt>IsoplotR</tt> uses the Kolmogorov-Smirnov (KS) statistic for this purpose due to its simplicity and the fact that it behaves like a true distance in the mathematical sense of the word (Vermeesch, 2013, 2018). The KS-distance is closely related to the CAD-plot. It is given by the maximum vertical distance between two CAD step functions. Thus, the KS-distance takes on values between zero (perfect match between two age distributions) and one (no overlap between two distributions). Calculating the KS-distance between samples two at a time populates a symmetric dissimilarity matrix with positive values and a zero diagonal. <tt>IsoplotR</tt> implements two algorithms to convert this matrix into a configuration. The first ('classical' MDS) approach uses a sequence of basic matrix manipulations to achieve a linear fit between the KS-distances and the fittted distances on the MDS configuration. The second, more sophisticated ('nonmetric' MDS) approach subjects the input distances to a transformation f prior to fitting a configuration:  <p></p> &delta;<sub>i,j</sub> = f(KS<sub>i,j</sub>) <p></p>  where KS<sub>i,j</sub> is the KS-distance between samples i and j (for 1 &le; i &ne; j &le; n) and &delta;<sub>i,j</sub> is the 'disparity'. Fitting an MDS configuration then involves finding the disparity transformation that maximises the goodness of fit (or minimises the 'stress') between the disparities and the fitted distances. The latter two quantities can also be plotted against each other as a 'Shepard plot'. Additional options and higher order alternatives to these MDS algorithms are provided in a separate <tt>R</tt>-package called <a href=""http://provenance-london-geochron.com"">provenance</a> (Vermeesch et al., 2016).", 
other_radial_t,A column of numerical values (e.g. ages), 
other_radial_err_t,The analytical uncertainty of these values, 
other_radial_C,Optional variable to be used as fill colour., 
other_radial_omit,Optional variable used to hide or ignore aliquots. Aliquots marked as (lowercase) '<tt>x</tt>' are plotted but ignored for central age and mixture modelling calculations; Aliquots marked as (uppercase) '<tt>X</tt>' are removed from both plots and calculations., 
other_regression_X,"A column of numerical values (e.g., isotope ratios)",一列数值（例如：同位素比值）
other_regression_err_X,The analytical uncertainty of these values,这些数值的测量误差
other_regression_Y,"A second column of numerical values (e.g., isotope ratios)",第二列数值（例如：同位素比值）
other_regression_err_Y,The analytical uncertainty of these values,这些数值的测量误差
other_regression_rXY,The error correlation of X and Y,X和Y的误差相关性
other_regression_C,Optional variable to be used as fill colour in error ellipses.,充填误差椭圆颜色的可选择变量
other_regression_omit,Optional variable used to hide or ignore aliquots. Aliquots marked as (lowercase) '<tt>x</tt>' are plotted but ignored for the regression analysis; Aliquots marked as (uppercase) '<tt>X</tt>' are removed from both plots and calculations.,用来隐藏或者忽视等分（aliquots）的可选择变量。Aliquots被标记为（小写）'<tt>x</tt>'并投图但忽略回归分析；Aliquots被标注为（大写）并且从投图和计算中剔除。
other_spectrum_f,"The fraction of 'stuff' in each column, which will be normalised to form the X-axis of the spectrum", 每列中‘stuff’的部分，被标准化形成X轴谱图
other_spectrum_X,"Numerical values, which will form the Y-axis of the spectrum",数值，形成Y轴谱图
other_spectrum_err_X,The analytical uncertainty of these values,这些数值的测量误差
other_spectrum_omit,Optional variable used to hide or ignore aliquots. Aliquots marked as (lowercase) '<tt>x</tt>' are plotted but ignored for the plateau calculation; Aliquots marked as (uppercase) '<tt>X</tt>' are removed from both plots and calculations.,用来隐藏或者忽视等分（aliquots）的可选择变量。Aliquots被标记为（小写）'<tt>x</tt>'并投图但忽略坪计算；Aliquots被标注为（大写）并且从投图和计算中剔除。
other_average_X,A column of numerical values,一列数值
other_average_err_X,The analytical uncertainty of these values,这些数值的测量误差
other_average_omit,Optional variable used to hide or ignore aliquots. Aliquots marked as (lowercase) '<tt>x</tt>' are plotted but ignored for the weighted mean calculation; Aliquots marked as (uppercase) '<tt>X</tt>' are removed from both plots and calculations.,用来隐藏或者忽视等分（aliquots）的可选择变量。Aliquots被标记为（小写）'<tt>x</tt>'并投图但忽略加权平均计算；Aliquots被标注为（大写）并且从投图和计算中剔除。
other_kde_cad,A column of numerical values,一列数值
other_omit,Optional variable used to ignore aliquots. Aliquots marked as '<tt>x</tt>' or '<tt>X</tt>' are removed from the plot.,用来忽视等分（aliquots）的可选择变量.Aliquots被标记为'<tt>x</tt>' or '<tt>X</tt>' ，并从投图中剔除。
PbPb_64,Measured <sup>206</sup>Pb/<sup>204</sup>Pb-ratios.,<sup>206</sup>Pb/<sup>204</sup>Pb测量值。
PbPb_err_64,Analytical uncertainty of the <sup>206</sup>Pb/<sup>204</sup>Pb-ratios,<sup>206</sup>Pb/<sup>204</sup>Pb测量误差
PbPb_74,Measured <sup>207</sup>Pb/<sup>204</sup>Pb-ratios.,<sup>207</sup>Pb/<sup>204</sup>Pb测量值。
PbPb_err_74,Analytical uncertainty of the <sup>207</sup>Pb/<sup>204</sup>Pb-ratios,<sup>207</sup>Pb/<sup>204</sup>Pb测量误差
PbPb_46,Measured <sup>204</sup>Pb/<sup>206</sup>Pb-ratios.,<sup>204</sup>Pb/<sup>206</sup>Pb测量值。
PbPb_err_46,Analytical uncertainty of the <sup>204</sup>Pb/<sup>206</sup>Pb-ratios, <sup>204</sup>Pb/<sup>206</sup>Pb测量误差
PbPb_76,Measured <sup>207</sup>Pb/<sup>206</sup>Pb-ratios., <sup>207</sup>Pb/<sup>206</sup>Pb测量值。
PbPb_err_76,Analytical uncertainty of the <sup>207</sup>Pb/<sup>206</sup>Pb-ratios,<sup>207</sup>Pb/<sup>206</sup>Pb测量误差
PbPb_rho_6474,Error correlation between the <sup>206</sup>Pb/<sup>204</sup>Pb- and <sup>207</sup>Pb/<sup>204</sup>Pb-ratios.,<sup>206</sup>Pb/<sup>204</sup>Pb和<sup>207</sup>Pb/<sup>204</sup>Pb误差相关性。
PbPb_rho_4676,Error correlation between the <sup>204</sup>Pb/<sup>206</sup>Pb- and <sup>207</sup>Pb/<sup>206</sup>Pb-ratios.,<sup>204</sup>Pb/<sup>206</sup>Pb和<sup>207</sup>Pb/<sup>206</sup>Pb误差相关性。
radial_intro,"Radial plots are bivariate (x<sub>i</sub>,y<sub>i</sub>) scatterplots where: <p></p> x<sub>i</sub> = 1∕&sigma;(z<sub>i</sub>) and y<sub>i</sub> = (z<sub>i</sub> - z<sub>o</sub>)∕&sigma;(z<sub>i</sub>) (for 1 &le; i &le; n) <p></p> with z<sub>i</sub> a transformation of some data and &sigma;(z<sub>i</sub>) the corresponding measurement uncertainty. For example, if z<sub>i</sub> = log(t<sub>i</sub>) then &sigma;(z<sub>i</sub>) = &sigma;(t<sub>i</sub>)∕t<sub>i</sub>. z<sub>o</sub> is a convenient central value such as the weighted mean. The slope of a line connecting the origin (x=0,y=0) of a radial plot with a data point (x<sub>i</sub>,y<sub>i</sub>) equals z<sub>i</sub>, and the horizontal distance along x-axis is a measure if its precision. Thus, the radial plot simultaneously visualises a measurement’s value and precision. No other graphical method achieves this goal with the same elegance (Galbraith, 1988). This makes the radial plot the method of choice for visualising heteroscedastic data, i.e. data with variable measurement uncertainties. Traditional applications in the Earth Sciences are fission track and luminescence dating (e.g., Galbraith, 1990; Galbraith et al., 1999). <tt>IsoplotR</tt> generalises it to all other geochronometers as well.", 
radial_t,"the central age, which is defined as e<sup>&mu;</sup> where &mu; is the mean of the following log-normal distribution:  <p></p>  t<sub>i</sub> ~ Norm(&mu;, s[t<sub>i</sub>]<sup>2</sup> + &omega;<sup>2</sup>) <span class=""alignright"">(eq. 1)</span>  <p></p>  with s[t<sub>i</sub>] the standard error of the i<sup>th</sup> (out of n) measurements, and &omega; the <i>overdispersion</i>.", 
radial_t_x,"the estimated standard deviation of t, estimated by the method of maximum likelihood.", 
radial_t_y,the 100(1-&alpha;)% confidence interval for t., 
radial_m,the Mean Square of the Weighted Deviates a.k.a. the reduced Chi-squared statistic. MSWD values greater than unity suggest that the dataset under consideration is overdispersed with respect to the analyical uncertainties., 
radial_p,"the p-value of a Chi-square probability for homogeneity. High values of p (>0.05, say) indicate that there is not enough evidence for overdispersion.", 
radial_omega,the dispersion defined by eq. 1.,公式一定义的过度离散。
RbSr_Rb87Sr86,Measured <sup>87</sup>Rb/<sup>86</sup>Sr-ratios.,<sup>87</sup>Rb/<sup>86</sup>Sr测量值。
RbSr_redundancy,<p></p> <tt>IsoplotR</tt> uses these data to calculate the <sup>87</sup>Rb/<sup>86</sup>Sr-ratios and the correlation between the <sup>87</sup>Sr/<sup>86</sup>Sr- and the <sup>87</sup>Rb/<sup>86</sup>Sr-uncertainties.,<p></p> <tt>IsoplotR</tt>使用这些数据计算<sup>87</sup>Rb/<sup>86</sup>Sr比值和<sup>87</sup>Sr/<sup>86</sup>Sr与<sup>87</sup>Rb/<sup>86</sup>Sr的误差相关性。
RbSr_Sr87Sr86,Measured <sup>87</sup>Sr/<sup>86</sup>Sr-ratios.,<sup>87</sup>Sr/<sup>86</sup>Sr测量值。
RbSr_err_Sr87Sr86,Analytical uncertainty of the <sup>87</sup>Sr/<sup>86</sup>Sr-ratios,<sup>87</sup>Sr/<sup>86</sup>Sr测量误差
RbSr_rho_Rb87Sr86_Sr87Sr86,Error correlations between the <sup>87</sup>Rb/<sup>86</sup>Sr and <sup>87</sup>Sr/<sup>86</sup>Sr-ratios (optional).,<sup>87</sup>Rb/<sup>86</sup>Sr和<sup>87</sup>Sr/<sup>86</sup>Sr误差相关性（可选择的）。
RbSr_Rb87Sr87,Measured <sup>87</sup>Rb/<sup>87</sup>Sr-ratios.,<sup>87</sup>Rb/<sup>87</sup>Sr测量值。
RbSr_err_Rb87Sr87,Analytical uncertainty of the <sup>87</sup>Rb/<sup>87</sup>Sr-ratios,<sup>87</sup>Rb/<sup>87</sup>Sr测量误差
RbSr_Sr86Sr87,Measured <sup>86</sup>Sr/<sup>87</sup>Sr-ratios.,<sup>86</sup>Sr/<sup>87</sup>Sr测量值。
RbSr_err_Sr86Sr87,Analytical uncertainty of the <sup>87</sup>Sr/<sup>86</sup>Sr-ratios,<sup>87</sup>Sr/<sup>86</sup>Sr测量误差
RbSr_rho_Rb87Sr87_Sr86Sr87,Error correlations between the <sup>87</sup>Rb/<sup>87</sup>Sr and <sup>86</sup>Sr/<sup>87</sup>Sr-ratios (optional).,<sup>87</sup>Rb/<sup>87</sup>Sr和<sup>86</sup>Sr/<sup>87</sup>Sr误差相关性（可选择的）。
RbSr_Rb,"Rb concentration, in ppm.",Rb含量（ppm）。
RbSr_err_Rb,"Analytical uncertainty of the Rb concentration, in ppm",Rb含量测量误差（ppm） 
RbSr_Sr,"Sr concentration, in ppm.",Sr含量（ppm）。
RbSr_err_Sr,"Analytical uncertainty of the Sr concentration, in ppm",Sr含量测量误差（ppm） 
RbSr_8786,Measured <sup>87</sup>Sr/<sup>86</sup>Sr-ratios.,<sup>87</sup>Sr/<sup>86</sup>Sr测量值。
RbSr_err_8786,Analytical uncertainty of the <sup>87</sup>Sr/<sup>86</sup>Sr-ratios,<sup>87</sup>Sr/<sup>86</sup>Sr测量误差
regression_intro,"<tt>IsoplotR</tt> offers three ways to fit a straight line through 2-dimensional data with measurement uncertainties:  <ol> <li>Model-1: maximum Likelihood regression, using the modified error weighted least squares algorithm of York et al. (2004) This algorithm takes into account the analytical uncertainties and error correlations, under the assumption that the scatter between the data points is solely caused by the analytical uncertainty. If the assumption is correct, then the MSWD value should be approximately equal to one. If MSWD > 1, then model-1 regression assumes that the analytical uncertainties have been underestimated by a factor &radic;MSWD. </li> <li>Model-2: ordinary least squares regression, ignoring the analytical uncertainties. </li> <li>Model-3: maximum likelihood regression with overdispersion. Instead of attributing any overdispersion (MSWD > 1) to underestimated analytical uncertainties, one can also attribute it to the presence of geological uncertainty, which manifests itself as an added (co)variance term. </li> </ol>", 
regression_s,the slope of the best fit line.,最优拟合线的斜率。
regression_s_x,the estimated uncertainty (&sigma;) of s.,s的估算误差(&sigma;)。
regression_s_y,the 100(1-&alpha;)% confidence interval for s using the appropriate number of degrees of freedom.,合适自由度下s的100(1-&alpha;)%置信区间。
regression_s_z,"the approximate 100(1-&alpha;)% confidence interval for s with overdispersion, calculated as z = y&radic;MSWD.",过度离散下s的近似100(1-&alpha;)%置信区间，其中z=y&radic;MSWD。
regression_i,the y-intercept obtained by linear regression.,线性回归获得截距
regression_i_x,the estimated uncertainty (&sigma;) of i.,i的估算误差(&sigma;)。
regression_i_y,the 100(1-&alpha;)% confidence interval for i using the appropriate number of degrees of freedom.,合适自由度下i的100(1-&alpha;)%置信区间。
regression_i_z,"the approximate 100(1-&alpha;)% confidence interval for i with overdispersion, calculated as z = y&radic;MSWD (only reported if MSWD > 1).",过度离散下i的近似100(1-&alpha;)%置信区间，其中z=y&radic;MSWD（当MSWD>1时报道）。
regression_mswd_x,the Mean Square of the Weighted Deviates (MSWD) for the linear fit. MSWD values >> 1 indicate that the data are overdispersed with respect to the stated analytical uncertainties.,线性拟合的加权平均方差（MSWD）。对于特定的分析误差，MSWD值>>1标明数据过度离散。
regression_mswd_y,the Chi-squared p-value for the linear fit. p-values << 0.05 indicate that the data are overdispersed with respect to the stated analytical uncertainties., 
ReOs_redundancy,<p></p> <tt>IsoplotR</tt> uses these data to calculate the <sup>187</sup>Re/<sup>188</sup>Os-ratios and the correlation between the <sup>187</sup>Os/<sup>188</sup>Os- and the <sup>187</sup>Re/<sup>188</sup>Os-uncertainties.,<p></p> <tt>IsoplotR</tt>使用这些数据计算<sup>187</sup>Re/<sup>188</sup>Os比值和<sup>187</sup>Os/<sup>188</sup>Os与<sup>187</sup>Re/<sup>188</sup>Os的误差相关性。
ReOs_Re187Os188,Measured <sup>187</sup>Re/<sup>188</sup>Os-ratios.,<sup>187</sup>Re/<sup>188</sup>Os测量值。
ReOs_err_Re187Os188,Analytical uncertainty of the <sup>187</sup>Re/<sup>188</sup>Os-ratios,<sup>187</sup>Re/<sup>188</sup>Os测量误差
ReOs_Os187Os188,Measured <sup>187</sup>Os/<sup>188</sup>Os-ratios.,<sup>187</sup>Os/<sup>188</sup>Os测量值。
ReOs_err_Os187Os188,Analytical uncertainty of the <sup>187</sup>Os/<sup>188</sup>Os-ratios,<sup>187</sup>Os/<sup>188</sup>Os测量误差
ReOs_rho_Re187Os188Os187Os188,Error correlations between the <sup>187</sup>Re/<sup>188</sup>Os and <sup>187</sup>Os/<sup>188</sup>Os-ratios (optional).,<sup>187</sup>Re/<sup>188</sup>Os和<sup>187</sup>Os/<sup>188</sup>Os误差相关性（可选择的）。
ReOs_Re,"Re concentration, in ppm.",Re含量（ppm）。
ReOs_err_Re,"Analytical uncertainty of the Re concentration, in ppm",Re含量测量误差（ppm） 
ReOs_Os,"Os concentration, in ppm.", Os含量（ppm）。
ReOs_err_Os,"Analytical uncertainty of the Os concentration, in ppm",Os含量测量误差（ppm） 
zeta,"The fission track age is given by:  <p></p> t = ln[1 +  {2 N<sub>s</sub>&lambda;<sub>238</sub>&lambda;<sub>f</sub>}/ {[<sup>238</sup>U]A<sub>s</sub>L}] / &lambda;<sub>238</sub> <span class=""alignright"">(eq. 1)</span> <p></p>  where N<sub>s</sub> is the number of spontaneous fission tracks measured over an area A<sub>s</sub>, [<sup>238</sup>U] is the <sup>238</sup>U-concentration in atoms per unit volume, &lambda;<sub>f</sub> is the fission decay constant, L is the etchable fission track length, and the factor 2 is a geometric factor accounting for the fact that etching reveals tracks from both above and below the internal crystal surface.  <p></p>  <div class=""show4EDM hide4absolute hide4ICP""> [<sup>238</sup>U] can be measured indirectly using the induced fission of neutron-irradiated <sup>235</sup>U as a proxy for the <sup>238</sup>U. In the most common implementation of this approach, the induced fission tracks are recorded by an external detector made of mica or plastic that is attached to the polished grain surface (Fleischer and Hart, 1972; Hurford and Green, 1983). The fission track age equation then becomes:  <p></p> t = ln[ 1 + {&lambda;<sub>238</sub>&zeta;&rho;<sub>d</sub>N<sub>s</sub>}/ {2 N<sub>i</sub>}] / &lambda;<sub>238</sub> <span class=""alignright"">(eq. 2)</span> <p></p>  where N<sub>i</sub> is the number of induced fission tracks counted in the external detector over the same area as the spontaneous tracks, &zeta; is a 'zeta'-calibration factor that incorporates both the fission decay constant and the etchable fission track length, and &rho;<sub>d</sub> is the number of induced fission tracks per unit area counted in a co-irradiated glass of known U-concentration. &rho;<sub>d</sub> allows the &zeta;-factor to be 'recycled' between irradiations. </div>  <div class=""hide4EDM hide4absolute show4ICP""> The <sup>238</sup>U-concentration can also be measured directly by LAICPMS. Unfortunately the accuracy of LAICPMS-based age estimates is compromised by the absence of matrix-matched concentrations standards, and uncertainies associated with the fission track decay constant and the etching and counting efficiencies. These systematic errors can be removed by normalising to a standard of known fission track age and defining a new 'zeta' calibration constant &zeta;<sub>icp</sub>:  <p></p> t = ln( 1 + {2 &zeta;<sub>icp</sub> &lambda;<sub>238</sub>N<sub>2</sub>}/ {[<sub>238</sub>U] A<sub>s</sub>})/ &lambda;<sub>238</sub> <span class=""alignright"">(eq. 2)</span> <p></p>  where [<sup>238</sup>U] may either stand for the <sup>238</sup>U-concentration (in ppm) <i>or</i> for the U/Ca (for apatite) or U/Si (for zircon) ratio measurement, and A<sub>s</sub> is the spontaneous track counting area, which may either correspond to one laser spot or to a larger area (if multiple U-measurements were made). </div>", 
SmNd_redundancy,<p></p> <tt>IsoplotR</tt> uses these data to calculate the <sup>147</sup>Sm/<sup>144</sup>Nd-ratios and the correlation between the <sup>147</sup>Sm/<sup>144</sup>Nd- and the <sup>143</sup>Nd/<sup>144</sup>Nd-uncertainties., 
SmNd_Sm147Nd144,Measured <sup>147</sup>Sm/<sup>144</sup>Nd-ratios.,<sup>147</sup>Sm/<sup>144</sup>Nd测量值。
SmNd_err_Sm147Nd144,Analytical uncertainty of the <sup>147</sup>Sm/<sup>144</sup>Nd-ratios,<sup>147</sup>Sm/<sup>144</sup>Nd测量误差
SmNd_Nd143Nd144,Measured <sup>143</sup>Nd/<sup>144</sup>Nd-ratios.,<sup>143</sup>Nd/<sup>144</sup>Nd测量值。
SmNd_err_Nd143Nd144,Analytical uncertainty of the <sup>143</sup>Nd/<sup>144</sup>Nd-ratios,<sup>143</sup>Nd/<sup>144</sup>Nd测量误差
SmNd_rho_Sm147Nd144Nd143Nd144,Error correlations between the <sup>147</sup>Sm/<sup>144</sup>Nd and <sup>143</sup>Nd/<sup>144</sup>Nd-ratios (optional).,<sup>147</sup>Sm/<sup>144</sup>Nd和<sup>143</sup>Nd/<sup>144</sup>Nd误差相关性（可选择的）
SmNd_Sm,"Sm concentration, in ppm.",Sm含量（ppm）。
SmNd_err_Sm,"Analytical uncertainty of the Sm concentration, in ppm",Sm含量测量误差（ppm） 
SmNd_Nd,"Nd concentration, in ppm.",Nd含量（ppm）。
SmNd_err_Nd,"Analytical uncertainty of the Nd concentration, in ppm",Nd含量测量误差（ppm） 
SmNd_Sm147Nd143,Measured <sup>147</sup>Sm/<sup>143</sup>Nd-ratios.,<sup>147</sup>Sm/<sup>143</sup>Nd测量值。
spectrum_intro,"The <sup>40</sup>Ar/<sup>39</sup>Ar-age spectrum is a useful tool to visualise stepwise heating measurements. Its appearance is based on the weighted mean plot with the different heating steps arranged in order of increasing temperature along the horizontal axis, and the width of the different sample boxes proportional to the corresponding amounts of <sup>39</sup>Ar. <tt>IsoplotR</tt> defines the 'plateau age' as the weighted mean age of the longest sequence (in terms of cumulative <sup>39</sup>Ar content) of consecutive heating steps that pass a modified Chauvenet criterion. This definition is different (and simpler) than the one used by <tt>Isoplot</tt> (Ludwig, 2003). However, it is important to mention that all definitions of an age plateau are heuristic by nature and should therefore not be used for quantitative inference. It is possible (and likely) that the plateau exhibits significant overdispersion. This overdispersion can be manually reduced by removing individual heating steps using the optional <tt>omit</tt> column.", 
spectrum_t,"the plateau age, which is defined as the weighted mean age of the largest consecutive set of steps that survive the modified Chauvenet's Criterion used for the ordinary weighted mean.", 
spectrum_t_x,"the estimated standard deviation of <tt>t</tt>, estimated by the method of maximum likelihood.",极大似然法估计的<tt>t</tt>标准偏差
spectrum_t_y,"the 100(1-&alpha;)% confidence interval for <tt>t</tt>. This is also shown as a grey band on the plot. The uncertainties associated with the random uncertainties are shown in dark grey, whereas the systematic uncertainties (i.e. J-factor and decay constant) are shown in light grey.",<tt>t</tt>的100(1-&alpha;)置信区间。在投图上显示为灰色条形区。与随机不确定性相关的误差显示为深灰色，系统误差（例如：J因子和衰变常数）显示为浅灰色。
spectrum_mswd_x,"the mean square of the weighted deviates (aka 'reduced chi-square statistic') of the plateau. <tt>IsoplotR</tt>'s plateau definition allows the MSWD to exceed 1, as long as the overdispersion does not violate Chauvenet's outlier criterion.", 
spectrum_mswd_y,"p-value of a chi-square test of homogeneity. <tt>IsoplotR</tt>'s plateau definition allow the p-value to fall below the &alpha; cutoff, as long as the overdispersion does not violate Chauvenet's outlier criterion.", 
spectrum_pct_39,the sum of all the steps that are included in the plateau., 
ThU_82,Measured <sup>238</sup>U/<sup>232</sup>Th-ratios.,<sup>238</sup>U/<sup>232</sup>Th测量值。
ThU_err_82,Analytical uncertainty of the <sup>238</sup>U/<sup>232</sup>Th-ratios,<sup>238</sup>U/<sup>232</sup>Th测量误差
ThU_42,Measured <sup>234</sup>U/<sup>232</sup>Th-ratios.,<sup>234</sup>U/<sup>232</sup>Th测量值。
ThU_err_42,Analytical uncertainty of the <sup>234</sup>U/<sup>232</sup>Th-ratios,<sup>234</sup>U/<sup>232</sup>Th测量误差
ThU_02,Measured <sup>230</sup>Th/<sup>232</sup>Th-ratios.,<sup>230</sup>Th/<sup>232</sup>Th测量值。
ThU_err_02,Analytical uncertainty of the <sup>230</sup>Th/<sup>232</sup>Th-ratios,<sup>230</sup>Th/<sup>232</sup>Th测量误差
ThU_rho_8242,Error correlation between the <sup>238</sup>U/<sup>232</sup>Th- and <sup>234</sup>U/<sup>232</sup>Th-ratios.,<sup>238</sup>U/<sup>232</sup>Th和<sup>234</sup>U/<sup>232</sup>Th误差相关性。
ThU_rho_8202,"Error correlation between the <sup>238</sup>U/<sup>232</sup>Th- and <sup>230</sup>Th/<sup>232</sup>Th-ratios <span hidden class=""show4ThU3"">(optional)</span>","<sup>238</sup>U/<sup>232</sup>Th和<sup>230</sup>Th/<sup>232</sup>Th的误差相关性 <span hidden class=""show4ThU3"">(可选择的)</span>"
ThU_rho_4202,Error correlation between the <sup>234</sup>U/<sup>232</sup>Th- and <sup>230</sup>Th/<sup>232</sup>Th-ratios.,<sup>234</sup>U/<sup>232</sup>Th和<sup>230</sup>Th/<sup>232</sup>Th误差相关性。
ThU_28,Measured <sup>232</sup>Th/<sup>238</sup>U-ratios.,<sup>232</sup>Th/<sup>238</sup>U测量值。
ThU_err_28,Analytical uncertainty of the <sup>232</sup>Th/<sup>238</sup>U-ratios,<sup>232</sup>Th/<sup>238</sup>U测量误差
ThU_48,Measured <sup>234</sup>U/<sup>238</sup>U-ratios.,<sup>234</sup>U/<sup>238</sup>U测量值。
ThU_err_48,Analytical uncertainty of the <sup>234</sup>U/<sup>238</sup>U-ratios, <sup>234</sup>U/<sup>238</sup>U测量误差
ThU_08,Measured <sup>230</sup>Th/<sup>238</sup>U-ratios.,<sup>230</sup>Th/<sup>238</sup>U测量值。
ThU_err_08,Analytical uncertainty of the <sup>230</sup>Th/<sup>238</sup>U-ratios,<sup>230</sup>Th/<sup>238</sup>U测量误差
ThU_rho_2808,"Error correlation between the <sup>232</sup>Th/<sup>238</sup>U- and <sup>230</sup>Th/<sup>238</sup>U-ratios <span class=""show4ThU4"">(optional)</span>","<sup>232</sup>Th/<sup>238</sup>U- and <sup>230</sup>Th/<sup>238</sup>U误差相关性<span class=""show4ThU4"">(可选择的)</span>"
ThU_rho_4808,Error correlation between the <sup>234</sup>U/<sup>238</sup>U- and <sup>230</sup>Th/<sup>238</sup>U-ratios.,<sup>234</sup>U/<sup>238</sup>U和<sup>230</sup>Th/<sup>238</sup>U误差相关性。
ThU_C,"Optional variable to be used as fill colours in evolution diagrams, isochrons and radial plots.",演变图、等时线和星状图中充填颜色的可选择变量
UThHe,"Measured He, U, Th and (optionally) Sm abundance or concentration, in any kind of atomic units (fmol, mol/g, atoms, ...).",He、U、Th 和(可选择的）Sm丰度或浓度的测量值（可使用各种原子单位，fmol、mol/g、atoms等）
UThHe_err,"Analytical uncertainty of the He, U, Th and (optionally) Sm measurements",He、U、Th和（可选择的） Sm测量误差
UThHe_C,"Optional variable to be used as fill colours in radial plots, ternary diagrams and logratio plots.",星状图、三元图和对数比图充填颜色的可选择变量
RbSr_err_Rb87Sr86,Analytical uncertainty of the <sup>87</sup>Rb/<sup>86</sup>Sr-ratios,<sup>87</sup>Rb/<sup>86</sup>Sr测量误差
ThU_rho_2848,Error correlation between the <sup>232</sup>Th/<sup>238</sup>U- and <sup>234</sup>U/<sup>238</sup>U-ratios.,<sup>232</sup>Th/<sup>238</sup>U和<sup>234</sup>U/<sup>238</sup>U误差相关性。
SmNd_rho_Sm147Nd143Nd144Nd143,Error correlations between the <sup>147</sup>Sm/<sup>143</sup>Nd and <sup>144</sup>Nd/<sup>143</sup>Nd-ratios (optional).,<sup>147</sup>Sm/<sup>143</sup>Nd和<sup>144</sup>Nd/<sup>143</sup>Nd误差相关性（可选择的）。
SmNd_err_Sm147Nd143,Analytical uncertainty of the <sup>147</sup>Sm/<sup>143</sup>Nd-ratios,<sup>147</sup>Sm/<sup>143</sup>Nd测量误差
SmNd_err_Nd144Nd143,Analytical uncertainty of the <sup>144</sup>Nd/<sup>143</sup>Nd-ratios,<sup>144</sup>Nd/<sup>143</sup>Nd测量误差
SmNd_Nd144Nd143,Measured <sup>143</sup>Nd/<sup>144</sup>Nd-ratios.,<sup>143</sup>Nd/<sup>144</sup>Nd测量值。
